GeoCode,Country,Indicator,Year,Value,Unit
PG,Papua New Guinea,Sea Surface Temperature anomalies,1895,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1896,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1897,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1898,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1899,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1900,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1901,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1902,-1.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1903,-0.8,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1904,-0.9,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1905,-1.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1906,-0.7,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1907,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1908,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1909,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1910,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1911,-0.9,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1912,-0.7,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1913,-0.7,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1914,-0.8,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1915,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1916,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1917,-0.8,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1918,-0.9,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1919,-1.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1920,-0.8,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1921,-0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1922,-0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1923,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1924,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1925,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1926,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1927,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1928,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1929,-0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1930,-0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1931,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1932,-0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1933,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1934,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1935,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1936,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1937,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1938,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1939,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1940,-0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1941,-0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1942,-0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1943,0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1944,0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1945,0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1946,-0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1947,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1948,-0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1949,-0.8,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1950,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1951,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1952,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1953,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1954,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1955,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1956,-0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1957,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1958,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1959,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1960,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1961,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1962,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1963,-0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1964,-0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1965,-0.8,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1966,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1967,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1968,-0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1969,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1970,0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1971,-0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1972,-0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1973,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1974,-0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1975,-0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1976,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1977,-0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1978,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1979,-0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1980,-0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1981,0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1982,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1983,-0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1984,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1985,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1986,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1987,-0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1988,0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1989,0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1990,0.0,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1991,-0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1992,-0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1993,-0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1994,-0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1995,0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1996,0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1997,-0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1998,0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,1999,0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2000,0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2001,0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2002,0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2003,0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2004,0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2005,0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2006,0.2,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2007,0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2008,0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2009,0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2010,0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2011,0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2012,0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2013,0.4,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2014,0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2015,0.1,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2016,0.7,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2017,0.7,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2018,0.5,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2019,0.3,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2020,0.8,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2021,0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2022,0.8,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2023,0.6,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2024,0.9,Celsius (°C)
PG,Papua New Guinea,Sea Surface Temperature anomalies,2025,1.1,Celsius (°C)
MH,Marshall Islands,Tourism Arrivals,2016,6500.0,units
MH,Marshall Islands,Tourism Arrivals,2017,7900.0,units
MH,Marshall Islands,Tourism Arrivals,2020,2000.0,units
PW,Palau,Sea Surface Temperature anomalies,1850,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1851,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1852,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1853,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1854,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1855,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1856,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1857,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1858,-0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1859,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1860,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1861,-0.7,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1862,-0.7,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1863,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1864,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1865,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1866,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1867,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1868,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1869,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1870,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1871,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1872,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1873,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1874,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1875,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1876,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1877,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1878,0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1879,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1880,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1881,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1882,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1883,-0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1884,-0.9,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1885,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1886,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1887,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1888,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1889,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1890,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1891,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1892,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1893,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1894,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1895,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1896,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1897,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1898,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1899,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1900,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1901,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1902,-0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1903,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1904,-0.7,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1905,-0.8,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1906,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1907,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1908,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1909,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1910,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1911,-0.7,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1912,-0.8,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1913,-0.8,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1914,-0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1915,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1916,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1917,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1918,-1.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1919,-0.8,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1920,-0.7,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1921,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1922,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1923,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1924,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1925,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1926,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1927,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1928,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1929,-0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1930,-0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1931,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1932,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1933,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1934,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1935,-0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1936,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1937,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1938,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1939,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1940,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1941,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1942,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1943,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1944,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1945,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1946,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1947,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1948,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1949,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1950,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1951,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1952,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1953,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1954,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1955,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1956,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1957,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1958,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1959,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1960,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1961,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1962,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1963,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1964,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1965,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1966,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1967,-0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1968,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1969,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1970,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1971,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1972,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1973,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1974,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1975,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1976,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1977,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1978,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1979,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1980,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1981,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1982,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1983,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1984,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1985,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1986,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1987,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1988,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1989,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1990,-0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1991,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1992,-0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1993,-0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1994,-0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1995,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1996,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1997,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1998,0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,1999,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2000,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2001,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2002,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2003,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2004,0.0,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2005,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2006,0.1,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2007,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2008,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2009,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2010,0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2011,0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2012,0.4,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2013,0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2014,0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2015,0.2,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2016,0.6,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2017,0.7,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2018,0.5,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2019,0.3,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2020,0.7,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2021,0.8,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2022,0.8,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2023,0.7,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2024,0.8,Celsius (°C)
PW,Palau,Sea Surface Temperature anomalies,2025,0.9,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1850,-0.2,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1851,-0.4,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1852,0.0,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1853,0.6,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1854,0.3,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1855,-0.2,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1856,-0.1,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1857,-0.2,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1858,-0.2,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1859,0.3,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1860,0.1,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1861,-0.1,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1862,-0.1,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1863,-0.1,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1864,0.1,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1865,0.0,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1866,0.0,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1867,0.1,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1868,0.2,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1869,0.1,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1870,0.2,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1871,0.5,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1872,0.4,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1873,0.0,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1874,0.4,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1875,0.4,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1876,0.3,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1877,-0.3,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1878,-0.2,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1879,0.3,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1880,0.1,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1881,0.0,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1882,0.2,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1883,-0.4,Celsius (°C)
NU,Niue,Sea Surface Temperature anomalies,1884,-0.7,Celsius (°C)
